event_id,dataset_index,particle_valid,particle_truth,particle_pred,particle_correct,particle_confidence,p_muon,p_electron,p_photon,p_proton,stop_truth,stop_pred,stop_probability,stop_threshold,stop_case,hit_channels,trigger_bars,total_edep_MeV,max_channel_edep_MeV,hodoscopes_hit,time_span_ns,spatial_span_mm,hodo0_edep_MeV,hodo1_edep_MeV,hodo2_edep_MeV
307362,16615,1,electron,electron,1,0.9791034460067749,0.01689864508807659,0.9791034460067749,0.003994300030171871,3.597283921408234e-06,0,1,0.9809364080429077,0.7809543609619141,FP,18,8,57.152259826660156,9.462150573730469,3,4.858089447021484,1230.07958984375,2.096676826477051,26.55099105834961,28.50459098815918
171659,9340,1,electron,photon,0,0.6297546625137329,0.1557774841785431,0.20938217639923096,0.6297546625137329,0.0050857458263635635,0,1,0.801829993724823,0.7809543609619141,FP,6,4,36.770538330078125,19.747304916381836,1,0.9792261123657227,143.4534912109375,0.0,36.770538330078125,0.0
516997,27875,1,electron,electron,1,0.9679639339447021,0.015897316858172417,0.9679639339447021,0.016138648614287376,1.5815609799574304e-07,0,1,0.9347302913665771,0.7809543609619141,FP,13,6,24.692626953125,6.723929405212402,3,3.9142379760742188,1189.281005859375,0.03200726956129074,4.832849025726318,19.827768325805664
524551,28282,1,photon,photon,1,0.5007249712944031,0.009954700246453285,0.48928171396255493,0.5007249712944031,3.861015647999011e-05,0,1,0.9376924633979797,0.7809543609619141,FP,9,5,34.39555358886719,10.80150032043457,2,1.8697700500488281,510.18121337890625,29.95661163330078,4.438941478729248,0.0
643696,34771,1,photon,photon,1,0.8622369170188904,0.10127782076597214,0.036031048744916916,0.8622369170188904,0.00045417927321977913,0,1,0.8942062854766846,0.7809543609619141,FP,4,4,25.260738372802734,9.298774719238281,1,0.1777191162109375,76.96568298339844,25.260738372802734,0.0,0.0
103753,5632,1,electron,electron,1,0.9518512487411499,0.02228192426264286,0.9518512487411499,0.025864295661449432,2.4774567464191932e-06,0,1,0.9425460696220398,0.7809543609619141,FP,13,6,35.06810760498047,8.86269760131836,2,2.957827568054199,776.9154663085938,0.0,8.80078411102295,26.267322540283203
311807,16833,1,electron,photon,0,0.36971503496170044,0.3508370816707611,0.27913957834243774,0.36971503496170044,0.00030821943073533475,0,1,0.8577702641487122,0.7809543609619141,FP,9,6,36.7957763671875,9.727362632751465,2,2.243427276611328,671.1939086914062,17.773649215698242,19.022127151489258,0.0
291753,15784,1,electron,electron,1,0.9362733960151672,0.060184914618730545,0.9362733960151672,0.003540135221555829,1.5832847566343844e-06,0,1,0.9203606843948364,0.7809543609619141,FP,9,6,22.746906280517578,8.656064987182617,2,2.9842300415039062,820.9808959960938,0.0,3.3467752933502197,19.400131225585938
998216,53842,1,muon,electron,0,0.9878411889076233,0.008077015168964863,0.9878411889076233,0.0038224118761718273,0.0002594174293335527,0,1,0.9624543786048889,0.7809543609619141,FP,16,8,41.71282958984375,10.565470695495605,3,4.068359375,1282.630615234375,0.12066321074962616,21.712656021118164,19.87950897216797
491850,26520,1,photon,photon,1,0.7190554141998291,0.17159169912338257,0.10924609005451202,0.7190554141998291,0.00010682652646210045,0,1,0.8837050199508667,0.7809543609619141,FP,5,4,48.39726257324219,33.22665786743164,1,1.3282966613769531,196.2949676513672,0.0,48.39726257324219,0.0
424432,22861,1,photon,muon,0,0.4058394432067871,0.4058394432067871,0.30537930130958557,0.2874971628189087,0.001284080557525158,0,1,0.8072687983512878,0.7809543609619141,FP,7,6,31.93706703186035,15.63075065612793,2,2.052459716796875,703.3109741210938,4.072081565856934,27.864986419677734,0.0
22416,1228,1,electron,electron,1,0.532879650592804,0.0846581906080246,0.532879650592804,0.3823012411594391,0.00016088440315797925,0,1,0.9217959046363831,0.7809543609619141,FP,6,4,22.60865020751953,9.50216007232666,2,1.716004490852356,513.7567749023438,0.15898923575878143,22.449661254882812,0.0
870362,46927,1,photon,electron,0,0.9781515598297119,0.005940440110862255,0.9781515598297119,0.015907322987914085,6.87352894601645e-07,0,1,0.9806550741195679,0.7809543609619141,FP,16,9,40.89619445800781,10.585859298706055,3,3.6715316772460938,1189.083740234375,22.701107025146484,0.6110230088233948,17.584064483642578
737237,39771,1,muon,electron,0,0.9280428290367126,0.009441445581614971,0.9280428290367126,0.06219429895281792,0.0003214390599168837,0,1,0.9536246657371521,0.7809543609619141,FP,11,5,34.942440032958984,19.723173141479492,3,5.8413848876953125,1179.4578857421875,1.878363847732544,0.023548856377601624,33.04052734375
456937,24593,1,muon,photon,0,0.4983356297016144,0.24432529509067535,0.21764005720615387,0.4983356297016144,0.03969905525445938,0,1,0.7958258986473083,0.7809543609619141,FP,4,4,23.049394607543945,10.031755447387695,1,0.2709846496582031,103.19017028808594,23.049394607543945,0.0,0.0
470633,25351,1,muon,photon,0,0.5392071008682251,0.24918320775032043,0.21152402460575104,0.5392071008682251,8.566032920498401e-05,0,1,0.8471888303756714,0.7809543609619141,FP,8,6,40.21669006347656,14.47217845916748,2,1.7533302307128906,571.0013427734375,1.9224083423614502,38.294281005859375,0.0
476772,25684,1,muon,photon,0,0.7066043019294739,0.22163233160972595,0.06824231892824173,0.7066043019294739,0.0035209781490266323,0,1,0.8706337213516235,0.7809543609619141,FP,4,4,24.310882568359375,11.611936569213867,1,0.368133544921875,70.26899719238281,0.0,24.310882568359375,0.0
652574,35286,1,electron,electron,1,0.9562419056892395,0.041070956736803055,0.9562419056892395,0.0023837382905185223,0.00030349535518325865,0,1,0.8716639280319214,0.7809543609619141,FP,15,7,45.006126403808594,10.146471977233887,2,4.488685607910156,935.2081909179688,0.0,24.252662658691406,20.753459930419922
965731,52079,1,muon,electron,0,0.8573160767555237,0.10555645823478699,0.8573160767555237,0.03703165426850319,9.584604413248599e-05,0,1,0.8908772468566895,0.7809543609619141,FP,6,4,32.07022476196289,14.65577507019043,1,0.9210586547851562,178.64930725097656,0.0,0.0,32.07022476196289
185964,10108,1,photon,photon,1,0.7585353851318359,0.07574622333049774,0.16571590304374695,0.7585353851318359,2.508025772840483e-06,0,1,0.8553563356399536,0.7809543609619141,FP,9,5,36.59910202026367,15.35925006866455,2,1.8152713775634766,589.243408203125,7.891884803771973,28.707218170166016,0.0
700330,37878,1,muon,photon,0,0.6365134119987488,0.20411764085292816,0.15531548857688904,0.6365134119987488,0.004053383134305477,0,1,0.8166071772575378,0.7809543609619141,FP,4,4,20.80522918701172,8.8380126953125,1,0.3574180603027344,118.8611831665039,0.0,20.80522918701172,0.0
6525,331,1,electron,photon,0,0.7864235043525696,0.030883077532052994,0.18268954753875732,0.7864235043525696,3.9227907109307125e-06,0,1,0.972601592540741,0.7809543609619141,FP,8,4,29.48200798034668,15.510443687438965,1,0.8486436009407043,424.923828125,0.0,29.482009887695312,0.0
450932,24240,1,muon,muon,1,0.9282844662666321,0.9282844662666321,0.06272748112678528,0.008809094317257404,0.00017887979629449546,0,1,0.8462081551551819,0.7809543609619141,FP,14,9,72.14127349853516,16.42510986328125,3,4.412483215332031,1224.0362548828125,17.979694366455078,36.34220504760742,17.819374084472656
906113,48769,1,electron,electron,1,0.6664551496505737,0.25288107991218567,0.6664551496505737,0.07126309722661972,0.00940067507326603,0,1,0.8961549401283264,0.7809543609619141,FP,8,5,35.19850540161133,20.49330711364746,3,4.166412353515625,1196.827880859375,0.15399783849716187,0.9001027941703796,34.144405364990234
657756,35567,1,photon,photon,1,0.7192565202713013,0.24133214354515076,0.024343784898519516,0.7192565202713013,0.015067515894770622,0,1,0.8807542324066162,0.7809543609619141,FP,6,6,39.890907287597656,14.97121810913086,2,1.9312934875488281,518.8172607421875,5.256002902984619,34.63490295410156,0.0
302268,16343,1,muon,photon,0,0.9208780527114868,0.0651308000087738,0.011212125420570374,0.9208780527114868,0.0027789785526692867,0,1,0.9391330480575562,0.7809543609619141,FP,5,5,31.00058364868164,10.0990629196167,1,0.18115234375,84.26689147949219,31.00058364868164,0.0,0.0
458960,24710,1,photon,photon,1,0.6233277916908264,0.14474304020404816,0.22145192325115204,0.6233277916908264,0.010477223433554173,0,1,0.9199066758155823,0.7809543609619141,FP,6,5,47.2535400390625,18.536165237426758,2,4.19757080078125,1109.4078369140625,47.203269958496094,0.0,0.05027325451374054
311882,16835,1,muon,electron,0,0.9008997082710266,0.08518395572900772,0.9008997082710266,0.012943634763360023,0.000972673820797354,0,1,0.9170172810554504,0.7809543609619141,FP,6,4,23.473125457763672,12.814367294311523,2,2.564859390258789,718.1878051757812,0.0,0.054486505687236786,23.418638229370117
958493,51684,1,muon,photon,0,0.8812242746353149,0.061621375381946564,0.05714723840355873,0.8812242746353149,7.160268523875857e-06,0,1,0.9797549247741699,0.7809543609619141,FP,13,9,71.83882904052734,17.829811096191406,2,2.1568984985351562,644.4942016601562,21.458951950073242,50.379878997802734,0.0
328300,17742,0,mixed/unsupported,muon,0,0.9367020726203918,0.9367020726203918,0.004931386094540358,0.056704968214035034,0.0016615557251498103,0,1,0.9986428618431091,0.7809543609619141,FP,6,5,26.42009162902832,12.336012840270996,2,30055.18359375,1000.578857421875,0.0,2.183288812637329,24.23680305480957
989599,53384,1,electron,photon,0,0.5454567670822144,0.11340076476335526,0.3411290645599365,0.5454567670822144,1.3432623745757155e-05,0,1,0.933751106262207,0.7809543609619141,FP,11,5,32.625484466552734,15.190436363220215,3,1.6601409912109375,1072.2410888671875,3.542611837387085,28.66682243347168,0.41605043411254883
744220,40152,1,electron,electron,1,0.7019411325454712,0.28575339913368225,0.7019411325454712,0.010289870202541351,0.002015660982578993,0,1,0.8908873796463013,0.7809543609619141,FP,5,4,21.71674346923828,8.892706871032715,1,0.7365646362304688,127.06452941894531,0.0,0.0,21.71674346923828
63869,3532,1,electron,photon,0,0.9187113046646118,0.004753711633384228,0.07653360813856125,0.9187113046646118,1.406711021445517e-06,0,1,0.8982316851615906,0.7809543609619141,FP,9,4,27.230182647705078,11.89074993133545,1,2.245110511779785,303.95843505859375,0.0,27.230186462402344,0.0
956833,51601,1,proton,proton,1,0.6192575693130493,0.027811329811811447,0.03453387692570686,0.3183971643447876,0.6192575693130493,0,1,0.954853355884552,0.7809543609619141,FP,4,4,109.56681823730469,45.284698486328125,1,0.6156692504882812,66.67794799804688,109.56681823730469,0.0,0.0
486189,26232,1,muon,photon,0,0.5213444828987122,0.42912808060646057,0.019807903096079826,0.5213444828987122,0.029719548299908638,0,1,0.8299119472503662,0.7809543609619141,FP,4,4,26.433256149291992,15.99656867980957,1,0.3164482116699219,81.44437408447266,26.433256149291992,0.0,0.0
627556,33918,1,electron,electron,1,0.4375365376472473,0.14695394039154053,0.4375365376472473,0.4153841733932495,0.0001252593210665509,0,1,0.8957176208496094,0.7809543609619141,FP,9,6,34.67169952392578,11.543313026428223,2,2.9520530700683594,821.6204833984375,3.7826671600341797,30.889034271240234,0.0
284521,15358,1,muon,electron,0,0.5402519106864929,0.445911169052124,0.5402519106864929,0.008179489523172379,0.005657503381371498,0,1,0.820083498954773,0.7809543609619141,FP,5,5,18.72161865234375,7.232712745666504,2,2.1002140045166016,623.65185546875,0.0,0.7635260820388794,17.958091735839844
245604,13285,1,proton,proton,1,0.8333865404129028,0.07117263227701187,0.04135194420814514,0.054088838398456573,0.8333865404129028,0,1,0.8609658479690552,0.7809543609619141,FP,4,4,63.70884704589844,27.28066062927246,1,0.6257781982421875,81.82825469970703,0.0,0.0,63.70884704589844
677355,36655,1,photon,electron,0,0.6485240459442139,0.013874361291527748,0.6485240459442139,0.3376009166240692,6.090297119953902e-07,0,1,0.8874290585517883,0.7809543609619141,FP,13,9,69.8558349609375,22.38699722290039,2,2.5278167724609375,623.1897583007812,52.980743408203125,16.875091552734375,0.0
892391,48040,1,photon,photon,1,0.9613115191459656,0.011794173158705235,0.02656271681189537,0.9613115191459656,0.0003316932125017047,0,1,0.9640811681747437,0.7809543609619141,FP,7,4,38.138710021972656,14.797470092773438,1,2.11346435546875,196.01190185546875,38.138710021972656,0.0,0.0
79914,4413,1,electron,electron,1,0.5930807590484619,0.39364033937454224,0.5930807590484619,0.009843292646110058,0.003435616847127676,0,1,0.7842209935188293,0.7809543609619141,FP,5,4,20.604036331176758,6.512007713317871,1,0.5112366676330566,116.91349029541016,0.0,0.0,20.604036331176758
573626,30919,1,electron,electron,1,0.9289878606796265,0.049123868346214294,0.9289878606796265,0.021793661639094353,9.456468251300976e-05,0,1,0.9089595675468445,0.7809543609619141,FP,7,4,27.366052627563477,11.256315231323242,1,0.9417762756347656,239.77096557617188,0.0,0.0,27.36605453491211
553266,29767,1,electron,electron,1,0.9827256202697754,0.011201702989637852,0.9827256202697754,0.006069711409509182,2.983726517413743e-06,0,1,0.9083616137504578,0.7809543609619141,FP,11,8,32.925537109375,6.878114223480225,3,3.6707801818847656,1104.6788330078125,0.35421812534332275,15.536023139953613,17.035295486450195
288420,15576,1,photon,photon,1,0.6392694711685181,0.09280191361904144,0.2624069154262543,0.6392694711685181,0.005521721206605434,0,1,0.970314085483551,0.7809543609619141,FP,6,5,24.671405792236328,8.813864707946777,2,2.4716014862060547,651.4984741210938,24.664932250976562,0.006472595501691103,0.0
854178,46063,1,electron,electron,1,0.9124679565429688,0.017008813098073006,0.9124679565429688,0.07028713077306747,0.00023616345424670726,0,1,0.9222106337547302,0.7809543609619141,FP,6,4,19.365798950195312,9.755066871643066,1,0.8654327392578125,231.6441192626953,0.0,0.0,19.365798950195312
795199,42828,1,electron,electron,1,0.9729787111282349,0.0028526228852570057,0.9729787111282349,0.024168282747268677,3.552653993210697e-07,0,1,0.9934260845184326,0.7809543609619141,FP,11,4,20.026473999023438,7.464456081390381,3,3.867340087890625,1127.25146484375,2.1925323009490967,0.5218765139579773,17.312063217163086
755585,40757,1,photon,electron,0,0.7553291320800781,0.1933407187461853,0.7553291320800781,0.051258817315101624,7.139332592487335e-05,0,1,0.8606269955635071,0.7809543609619141,FP,8,4,39.108848571777344,15.58456039428711,2,2.5145339965820312,622.5431518554688,0.0,0.07498384267091751,39.03386306762695
260497,14060,1,muon,photon,0,0.6273486614227295,0.16380593180656433,0.2087116837501526,0.6273486614227295,0.00013365669292397797,0,1,0.9085008502006531,0.7809543609619141,FP,6,4,18.55489730834961,8.11224365234375,1,0.6086959838867188,151.2921600341797,18.55489730834961,0.0,0.0
491306,26495,1,photon,photon,1,0.956602156162262,0.0037558020558208227,0.039640940725803375,0.956602156162262,1.1196596005902393e-06,0,1,0.8376476168632507,0.7809543609619141,FP,14,5,24.89419937133789,9.8197021484375,2,5.959709167480469,997.9151611328125,3.719029188156128,21.1751708984375,0.0
157789,8600,0,mixed/unsupported,muon,0,0.6754376888275146,0.6754376888275146,0.0015113410772755742,0.323050856590271,1.2968104101673816e-07,0,1,0.9002670049667358,0.7809543609619141,FP,9,7,47.866432189941406,11.674488067626953,2,88958.0234375,785.8887329101562,0.0,21.653114318847656,26.213315963745117
469901,25312,1,muon,photon,0,0.6841320395469666,0.13227981328964233,0.15635794401168823,0.6841320395469666,0.027230188250541687,0,1,0.9302805066108704,0.7809543609619141,FP,7,6,30.133716583251953,8.231950759887695,1,0.5933265686035156,262.8348693847656,0.0,30.133716583251953,0.0
573133,30887,1,electron,electron,1,0.7946395874023438,0.032018449157476425,0.7946395874023438,0.1733337938785553,8.160499419318512e-06,0,1,0.8376631736755371,0.7809543609619141,FP,14,7,34.206573486328125,8.306550025939941,3,4.477718353271484,1236.5091552734375,0.14702901244163513,17.168548583984375,16.890995025634766
814318,43887,1,proton,proton,1,0.9967029690742493,0.001798141049221158,0.0014315141597762704,6.743719859514385e-05,0.9967029690742493,0,1,0.9318594336509705,0.7809543609619141,FP,4,4,105.73975372314453,69.61842346191406,1,0.7574310302734375,60.06404113769531,0.0,0.0,105.73975372314453
127687,6935,1,electron,electron,1,0.8742443323135376,0.09094452857971191,0.8742443323135376,0.034804534167051315,6.577160547749372e-06,0,1,0.9661584496498108,0.7809543609619141,FP,17,8,48.84637451171875,11.177356719970703,3,5.789529800415039,1378.620361328125,0.422261506319046,27.155540466308594,21.268569946289062
770086,41470,1,electron,electron,1,0.787902295589447,0.20558492839336395,0.787902295589447,0.00647943839430809,3.336480585858226e-05,0,1,0.8291918635368347,0.7809543609619141,FP,5,4,13.278066635131836,6.398645401000977,1,0.7243881225585938,58.02678680419922,0.0,0.0,13.278066635131836
133888,7282,1,electron,photon,0,0.9647500514984131,0.007148821372538805,0.028100892901420593,0.9647500514984131,1.8641327415025444e-07,0,1,0.9822239279747009,0.7809543609619141,FP,7,4,27.42547035217285,13.247831344604492,1,0.7179956436157227,272.7204284667969,0.0,27.425472259521484,0.0
503550,27125,1,muon,photon,0,0.6060096621513367,0.15161727368831635,0.23936216533184052,0.6060096621513367,0.0030109125655144453,0,1,0.9265033006668091,0.7809543609619141,FP,8,7,56.713356018066406,22.14637565612793,2,1.673126220703125,516.2789306640625,30.64891242980957,26.06444549560547,0.0
311705,16828,1,muon,photon,0,0.867257297039032,0.00343851069919765,0.12930330634117126,0.867257297039032,8.74697036579164e-07,0,1,0.9788401126861572,0.7809543609619141,FP,9,4,30.112390518188477,11.763555526733398,2,3.0877037048339844,691.3007202148438,29.993635177612305,0.11875728517770767,0.0
796551,42890,1,photon,photon,1,0.9905226826667786,0.00018839996482711285,0.009288785047829151,0.9905226826667786,7.965024195755177e-09,0,1,0.9454416632652283,0.7809543609619141,FP,13,8,27.220680236816406,7.2035417556762695,2,2.2434005737304688,562.4584350585938,25.03641700744629,2.1842634677886963,0.0
69387,3827,1,electron,photon,0,0.5076998472213745,0.06225394085049629,0.42916953563690186,0.5076998472213745,0.0008766833925619721,0,1,0.9523062705993652,0.7809543609619141,FP,15,8,69.44465637207031,16.17682456970215,2,3.969977855682373,789.658935546875,0.0,45.434600830078125,24.010053634643555
908956,48935,1,electron,electron,1,0.959974467754364,0.03348435088992119,0.959974467754364,0.00653928704559803,1.934586862262222e-06,0,1,0.9682738780975342,0.7809543609619141,FP,8,4,19.345073699951172,7.187112331390381,2,3.9222030639648438,797.3065795898438,0.0,0.12654545903205872,19.218528747558594
950200,51255,0,mixed/unsupported,electron,0,0.6602090001106262,0.32047346234321594,0.6602090001106262,0.019090265035629272,0.0002272824349347502,0,1,0.8227922320365906,0.7809543609619141,FP,6,5,27.117145538330078,8.704992294311523,2,2.2902450561523438,710.8268432617188,0.0,7.689014911651611,19.42812728881836
544407,29314,1,muon,photon,0,0.5707120895385742,0.18751215934753418,0.1299208551645279,0.5707120895385742,0.11185486614704132,0,1,0.8600032329559326,0.7809543609619141,FP,4,4,29.81926918029785,16.603282928466797,1,0.19295883178710938,44.98042297363281,0.0,29.81926918029785,0.0
456541,24566,1,muon,electron,0,0.9193152189254761,0.03757432848215103,0.9193152189254761,0.04307139292359352,3.897795977536589e-05,0,1,0.8860825300216675,0.7809543609619141,FP,8,5,18.81710433959961,10.2918119430542,1,3.606739044189453,492.7059631347656,0.0,0.0,18.817106246948242
139160,7584,0,mixed/unsupported,muon,0,0.9682624936103821,0.9682624936103821,0.031249530613422394,0.00024606724036857486,0.00024184814537875354,0,1,0.9667186141014099,0.7809543609619141,FP,5,4,16.029388427734375,5.860601425170898,2,50282.75390625,1219.8466796875,15.93482780456543,0.0,0.09456056356430054
504467,27183,0,mixed/unsupported,muon,0,0.9996709823608398,0.9996709823608398,0.00013041349302511662,1.9769975097005954e-06,0.00019663643615785986,0,1,0.8335022926330566,0.7809543609619141,FP,13,11,58.73250961303711,9.208314895629883,2,12035.642578125,759.4234008789062,34.99715042114258,23.73535919189453,0.0
702230,37980,1,photon,electron,0,0.8598199486732483,0.00469817453995347,0.8598199486732483,0.1354757398366928,6.169572770886589e-06,0,1,0.9168786406517029,0.7809543609619141,FP,6,4,8.051992416381836,3.8148748874664307,1,1.2127037048339844,315.38885498046875,0.0,0.0,8.051992416381836
494949,26683,1,electron,electron,1,0.7164614200592041,0.06997770816087723,0.7164614200592041,0.21353431046009064,2.657536242622882e-05,0,1,0.9083211421966553,0.7809543609619141,FP,7,4,18.64312171936035,8.54057502746582,2,3.7202224731445312,1102.4134521484375,1.8108344078063965,0.0,16.832284927368164
408621,22034,1,photon,electron,0,0.8291845321655273,0.007870035246014595,0.8291845321655273,0.16292649507522583,1.8940972950076684e-05,0,1,0.8993843197822571,0.7809543609619141,FP,6,4,6.955356597900391,3.0501580238342285,1,1.9635429382324219,280.1686706542969,0.0,0.0,6.955356597900391
627122,33897,1,muon,electron,0,0.901975154876709,0.09289460629224777,0.901975154876709,0.003930480219423771,0.001199717982672155,0,1,0.9210690855979919,0.7809543609619141,FP,6,4,21.671112060546875,10.944974899291992,2,3.1191062927246094,785.8571166992188,0.0,0.10963009297847748,21.561481475830078
997390,53801,1,electron,electron,1,0.9557335376739502,0.019562460482120514,0.9557335376739502,0.024693546816706657,1.0440644473419525e-05,0,1,0.970140278339386,0.7809543609619141,FP,7,4,17.540618896484375,7.219643592834473,2,3.1266860961914062,647.5892333984375,0.0,0.43312254548072815,17.107498168945312
658122,35583,0,mixed/unsupported,muon,0,0.9364317655563354,0.9364317655563354,0.0634130910038948,0.00015317041834350675,2.007971716011525e-06,0,1,0.9987020492553711,0.7809543609619141,FP,11,9,50.27866744995117,9.023768424987793,3,14338.1357421875,1140.754638671875,5.343380451202393,18.87250328063965,26.062782287597656
868017,46799,1,electron,electron,1,0.7836418151855469,0.2116795778274536,0.7836418151855469,0.004447652492672205,0.0002309902774868533,0,1,0.8560548424720764,0.7809543609619141,FP,6,4,30.12952995300293,12.23537826538086,1,0.8575897216796875,184.79576110839844,0.0,0.0,30.129531860351562
682116,36902,1,proton,proton,1,0.36706623435020447,0.3104138672351837,0.014260952360928059,0.30825895071029663,0.36706623435020447,0,1,0.8280786275863647,0.7809543609619141,FP,4,4,63.12862777709961,27.436378479003906,1,0.7077713012695312,105.41866302490234,0.0,63.12862777709961,0.0
398829,21520,1,muon,electron,0,0.7879098057746887,0.1825927495956421,0.7879098057746887,0.027941400185227394,0.0015559486346319318,0,1,0.8885504007339478,0.7809543609619141,FP,5,4,17.49770736694336,7.487871170043945,1,1.5656318664550781,240.06809997558594,0.0,0.0,17.49770736694336
